enzyme,organism,reference,pubmed_id
1.11.1.6,Helicobacter pylori,439808,12054464
1.11.1.6,Listeria seeligeri,439808,12054464
1.11.1.6,Micrococcus luteus,439808,12054464
1.11.1.6,Proteus mirabilis,439808,12054464
1.11.1.6,Pseudomonas aeruginosa,439808,12054464
1.11.1.6,Pseudomonas syringae,439808,12054464
1.11.1.6,Serratia marcescens,439808,12054464
1.11.1.6,Xanthomonas campestris,439808,12054464
1.11.1.6,Escherichia coli,654365,14678798
1.11.1.6,Thermus brockianus,655112,12892493
1.11.1.6,Xanthomonas campestris,655297,12520360
1.11.1.6,Helicobacter pylori,655388,-
1.11.1.6,Mycobacterium sp.,655626,14553939
1.11.1.6,Helicobacter pylori,655629,14680712
1.11.1.6,Pyrobaculum calidifontis,655845,12029047
1.11.1.6,Enterococcus faecalis,655849,12399505
1.11.1.6,Klebsiella pneumoniae,656391,15132174
1.11.1.6,Pseudomonas aeruginosa,661985,7592431
1.11.1.6,Pseudomonas aeruginosa,661995,10913088
1.11.1.6,Helicobacter pylori,674294,16885452
1.11.1.6,Rhodospirillum rubrum,675328,16728955
1.11.1.6,Mycobacterium tuberculosis,675814,15910221
1.11.1.6,Pseudomonas aeruginosa,677914,16430860
1.11.1.6,Priestia megaterium,678090,9313770
1.11.1.6,Pseudomonas putida,678998,11315113
1.11.1.6,Pseudomonas putida,681939,9738882
1.11.1.6,Agrobacterium tumefaciens,681982,16238634
1.11.1.6,Pseudomonas aeruginosa,681982,16238634
1.11.1.6,Proteus mirabilis,684139,17242507
1.11.1.6,Haloarcula marismortui,684190,18007045
1.11.1.6,Mycobacterium tuberculosis,685139,17309235
1.11.1.6,Escherichia coli,685401,18413236
1.11.1.6,Bacillus subtilis,685756,17876537
1.11.1.6,Burkholderia cenocepacia,686777,17371508
1.11.1.6,Escherichia coli,687018,17226108
1.11.1.6,Bacillus subtilis,687411,18165301
1.11.1.6,Vibrio rumoiensis,687862,18691529
1.11.1.6,Escherichia coli,688196,18635265
1.11.1.6,Rhodospirillum rubrum,688311,18062223
1.11.1.6,Metallosphaera hakonensis,689870,17983766
1.11.1.6,Pseudomonas aeruginosa,692793,18256114
1.11.1.6,Pseudomonas aeruginosa,694028,18174132
1.11.1.6,Escherichia coli,697596,18304632
1.11.1.6,Stenotrophomonas maltophilia,697596,18304632
1.11.1.6,Marinovum algicola,698360,7537061
1.11.1.6,Roseivivax halodurans,698363,10319485
1.11.1.6,Roseivivax halotolerans,698363,10319485
1.11.1.6,Limimaricola hongkongensis,698364,15545471
1.11.1.6,Roseisalinus antarcticus,698365,15653851
1.11.1.6,Rubellimicrobium thermophilum,698366,16738114
1.11.1.6,Roseibacterium elongatum,698367,16449450
1.11.1.6,Wenxinia marina,698369,17684242
1.11.1.6,Sulfitobacter sp.,700696,18557912
1.11.1.6,Colwellia sp.,700696,18557912
1.11.1.6,Azotobacter chroococcum,701032,-
1.11.1.6,Oceanobacillus oncorhynchi,701415,-
1.11.1.6,Listeria monocytogenes,710945,20817809
1.11.1.6,Gluconobacter oxydans,712524,21317031
1.11.1.6,Bacillus mycoides,724037,23064331
1.11.1.6,Bacillus anthracis,724180,21723851
1.11.1.6,Paracoccus denitrificans,724454,23103386
1.11.1.6,Bifidobacterium asteroides,725909,23154971
1.11.1.6,Escherichia coli,726396,23391732
1.11.1.6,Escherichia coli,726446,21998098
1.11.1.6,Vibrio vulnificus,741503,28892106
1.11.1.6,Ureibacillus thermosphaericus,742672,28501604
1.11.1.6,Thermus thermophilus,746814,15240253
1.11.1.7,Elizabethkingia meningoseptica,439741,10561543
1.11.1.7,Streptomyces thermoviolaceus,439751,-
1.11.1.7,Flavobacterium sp.,439752,-
1.11.1.7,Pyrococcus furiosus,659059,15547260
1.11.1.7,Escherichia coli,659307,12514184
1.11.1.7,Sulfolobus acidocaldarius,686088,18157853
1.11.1.7,Aggregatibacter actinomycetemcomitans,686815,18616592
1.11.1.7,Anabaena sp.,695785,19801472
1.11.1.7,Mycobacterium avium,701107,19827095
1.11.1.7,Yersinia pseudotuberculosis,710744,21139206
1.11.1.7,Escherichia coli,725507,22187429
1.11.1.7,Streptomyces lividans,742340,28695933
1.11.1.7,Aggregatibacter actinomycetemcomitans,742809,28082720
1.11.1.7,Pseudomonas aeruginosa,764050,-
1.11.1.9,Haemophilus influenzae,659201,12606554
1.11.2.1,Sulfurisphaera tokodaii,724982,24410761
1.11.2.3,Sorangium cellulosum,765649,29771926
1.11.2.4,Bacillus subtilis,710706,11914497
1.11.2.4,Clostridium acetobutylicum,711065,17706598
1.11.2.4,Sphingomonas paucimobilis,711195,11827534
1.11.2.4,Priestia megaterium,711748,12964165
1.11.2.4,Sphingomonas paucimobilis,711810,15062772
1.11.2.4,Sphingomonas paucimobilis,712317,10920253
1.11.2.6,Streptomyces lincolnensis,755672,31355048
1.11.2.6,Streptomyces lincolnensis,755910,9531633
1.12.1.2,Cupriavidus necator,439633,12399498
1.12.1.2,Cupriavidus necator,439692,2188945
1.12.1.2,Cupriavidus necator,439694,-
1.12.1.2,Cupriavidus necator,439695,3052436
1.12.1.2,Cupriavidus necator,439696,3052435
1.12.1.2,Cupriavidus necator,439697,-
1.12.1.2,Cupriavidus necator,439698,-
1.12.1.2,Cupriavidus necator,439699,186126
1.12.1.2,Cupriavidus necator,439700,871226
1.12.1.2,Rhodococcus opacus,439701,4374147
1.12.1.2,Rhodococcus opacus,439702,-
1.12.1.2,Rhodococcus opacus,439703,6086343
1.12.1.2,Cupriavidus necator,439704,2643386
1.12.1.2,Cupriavidus necator,439705,2643385
1.12.1.2,Cupriavidus necator,439706,-
1.12.1.2,Cupriavidus necator,439707,6749813
1.12.1.2,Cupriavidus necator,439708,6272708
1.12.1.2,Cupriavidus necator,439709,226163
1.12.1.2,Cupriavidus necator,439710,718699
1.12.1.2,Achromobacter denitrificans,439711,9042758
1.12.1.2,Achromobacter ruhlandii,439711,9042758
1.12.1.2,Cupriavidus necator,439711,9042758
1.12.1.2,Rhodococcus opacus,439711,9042758
1.12.1.2,Cupriavidus necator,439712,10682839
1.12.1.2,Rhodococcus opacus,439713,11807565
1.12.1.2,Thiocapsa roseopersicina,654285,14766547
1.12.1.2,Methylococcus capsulatus,654388,11807566
1.12.1.2,Cupriavidus necator,654562,15667255
1.12.1.2,Cupriavidus necator,654782,14606942
1.12.1.2,Frankia sp.,655307,15696261
1.12.1.2,Cupriavidus necator,655890,15838039
1.12.1.2,Cupriavidus necator,656298,15164270
1.12.1.2,Caldanaerobacter subterraneus subsp. tengcongensis,656734,15256587
1.12.1.2,Cupriavidus necator,672067,16981725
1.12.1.2,Cupriavidus necator,672279,16038606
1.12.1.2,Cupriavidus necator,673177,-
1.12.1.2,Cupriavidus necator,674165,15643882
1.12.1.2,Cupriavidus necator,674924,16418856
1.12.1.2,Cupriavidus necator,675493,16645314
1.12.1.2,Thermococcus kodakarensis,684181,17768349
1.12.1.2,Allochromatium vinosum,684199,18678940
1.12.1.2,Thiocapsa roseopersicina,685324,17376400
1.12.1.2,Synechocystis sp.,687403,18039761
1.12.1.2,Escherichia coli,687407,18065529
1.12.1.2,Thermococcus kodakarensis,688938,17612488
1.12.1.2,Solidesulfovibrio fructosivorans,689959,18412257
1.12.1.2,Synechocystis sp.,704606,19801638
1.12.1.2,Thermotoga maritima,712281,19411328
1.12.1.2,Methanospirillum hungatei,712972,20884694
1.12.1.2,Syntrophobacter fumaroxidans,712972,20884694
1.12.1.2,Cupriavidus necator,724156,-
1.12.1.2,Cupriavidus necator,725748,-
1.12.1.2,Cupriavidus necator,726282,22016788
1.12.1.2,Cupriavidus necator,726344,23861944
1.12.1.2,Synechocystis sp.,742695,-
1.12.1.2,Thermococcus stetteri,744926,-
1.12.1.3,Solidesulfovibrio fructosivorans,439685,12204380
1.12.1.3,Solidesulfovibrio fructosivorans,439686,9485416
1.12.1.3,Solidesulfovibrio fructosivorans,439687,9703971
1.12.1.3,Solidesulfovibrio fructosivorans,439688,12460679
1.12.1.3,Solidesulfovibrio fructosivorans,439689,9000340
1.12.1.3,Solidesulfovibrio fructosivorans,439690,7751270
1.12.1.3,Clostridium paraputrificum,658499,15358002
1.12.1.3,Cupriavidus necator,658499,15358002
1.12.1.3,Pyrococcus furiosus,658499,15358002
1.12.1.3,Thiocapsa roseopersicina,658499,15358002
1.12.1.3,Solidesulfovibrio fructosivorans,677009,16731971
1.12.1.3,Pyrococcus furiosus,687409,18156274
1.12.1.3,Synechocystis sp.,704606,19801638
1.12.1.3,Pyrococcus furiosus,727180,24894374
1.12.1.3,Pyrococcus furiosus,730870,25462812
1.12.1.3,Pyrococcus furiosus,746235,20463892
1.12.1.3,Pyrococcus furiosus,764358,30307115
1.12.1.4,Thermotoga maritima,712281,19411328
1.12.1.4,Thermotoga maritima,716106,11265464
1.12.1.4,Thermotoga neapolitana,724434,22985598
1.12.1.4,Moorella thermoacetica,740618,23316038
1.12.1.4,Ruminococcus albus,740625,25157086
1.12.1.4,Thermotoga neapolitana,741708,-
1.12.1.4,Thermotoga maritima,741931,27396836
1.12.1.4,Thermotoga neapolitana,742697,-
1.12.1.5,Pyrococcus furiosus,439641,10714990
1.12.1.5,Pyrococcus furiosus,722777,22157005
1.12.2.1,Desulfovibrio desulfuricans,395559,6093686
1.12.2.1,Megalodesulfovibrio gigas,395559,6093686
1.12.2.1,Desulfovibrio desulfuricans,395560,6303306
1.12.2.1,Desulfovibrio desulfuricans,395561,5650411
1.12.2.1,Megalodesulfovibrio gigas,395564,-
1.12.2.1,Megalodesulfovibrio gigas,395565,-
1.12.2.1,Desulfovibrio desulfuricans,395567,6096145
1.12.2.1,Desulfovibrio desulfuricans,395568,11170458
1.12.2.1,Thiocapsa roseopersicina,395569,-
1.12.2.1,Escherichia coli,395570,369919
1.12.2.1,Desulfomicrobium norvegicum,395571,10606770
1.12.2.1,Solidesulfovibrio fructosivorans,395572,11571159
1.12.2.1,Desulfovibrio desulfuricans,395573,-
1.12.2.1,Desulfovibrio desulfuricans,654261,12039777
1.12.2.1,Desulfovibrio desulfuricans,655575,12885397
1.12.2.1,Desulfovibrio desulfuricans,657318,14705030
1.12.2.1,Desulfocurvibacter africanus,675360,16226767
1.12.2.1,Shewanella oneidensis,686422,17888007
1.12.2.1,Megalodesulfovibrio gigas,689932,17847093
1.12.2.1,Azotobacter chroococcum,690013,17368855
1.12.2.1,Desulfovibrio desulfuricans,704287,19233927
1.12.2.1,Desulfovibrio desulfuricans,711266,20886839
1.12.2.1,Desulfocurvibacter africanus,724456,23385167
1.12.5.1,Wolinella succinogenes,394192,1587288
1.12.5.1,Wolinella succinogenes,394193,8319698
1.12.5.1,Bradyrhizobium japonicum,673710,8354459
1.12.5.1,Wolinella succinogenes,676044,9822828
1.12.7.2,Pyrococcus furiosus,439632,2538471
1.12.7.2,Megalodesulfovibrio gigas,439638,9479448
1.12.7.2,Pyrococcus furiosus,439641,10714990
1.12.7.2,Methanosarcina barkeri,439643,10491189
1.12.7.2,Pyrococcus furiosus,439652,10852873
1.12.7.2,Desulfomicrobium baculatum,439656,10378275
1.12.7.2,Sporomusa sphaeroides,439659,8593101
1.12.7.2,Acidithiobacillus ferrooxidans,439660,8661919
1.12.7.2,Clostridium pasteurianum,439661,16887509
1.12.7.2,Methanosarcina barkeri,439663,-
1.12.7.2,Pyrococcus furiosus,439664,8389482
1.12.7.2,Clostridium pasteurianum,439667,2655584
1.12.7.2,Clostridium pasteurianum,439668,3038877
1.12.7.2,Clostridium pasteurianum,439669,6327705
1.12.7.2,Clostridium pasteurianum,439670,-
1.12.7.2,Clostridium pasteurianum,439671,6331453
1.12.7.2,Clostridium pasteurianum,439673,6351840
1.12.7.2,Cupriavidus necator,439673,6351840
1.12.7.2,Megasphaera elsdenii,439674,7011807
1.12.7.2,Clostridium pasteurianum,439675,7020766
1.12.7.2,Megasphaera elsdenii,439676,6995113
1.12.7.2,Megasphaera elsdenii,439677,527582
1.12.7.2,Clostridium pasteurianum,439678,111712
1.12.7.2,Clostridium pasteurianum,439679,728150
1.12.7.2,Clostridium pasteurianum,439680,278979
1.12.7.2,Clostridium pasteurianum,439681,28770
1.12.7.2,Clostridium pasteurianum,439682,4433567
1.12.7.2,Clostridium pasteurianum,439683,4829442
1.12.7.2,Clostridium pasteurianum,439684,4326766
1.12.7.2,Caldanaerobacter subterraneus subsp. tengcongensis,656734,15256587
1.12.7.2,Methanosarcina barkeri,659110,15168611
1.12.7.2,Pyrococcus furiosus,659110,15168611
1.12.7.2,Caldanaerobacter subterraneus subsp. tengcongensis,659110,15168611
1.12.7.2,Methanosarcina barkeri,673529,16156794
1.12.7.2,Carboxydothermus hydrogenoformans,675496,16645307
1.12.7.2,Escherichia coli,675496,16645307
1.12.7.2,Methanosarcina barkeri,675496,16645307
1.12.7.2,Pyrococcus furiosus,675496,16645307
1.12.7.2,Rhodospirillum rubrum,675496,16645307
1.12.7.2,Caldanaerobacter subterraneus subsp. tengcongensis,675496,16645307
1.12.7.2,Clostridium acetobutylicum,684643,18320190
1.12.7.2,Clostridium acetobutylicum,686267,18074176
1.12.7.2,Clostridium acetobutylicum,686793,17681007
1.12.7.2,Enterobacter cloacae,704088,-
1.12.7.2,Clostridium acetobutylicum,711817,19904421
1.12.7.2,Clostridium pasteurianum,711817,19904421
1.12.7.2,Desulfovibrio desulfuricans,711817,19904421
1.12.7.2,Megasphaera elsdenii,711817,19904421
1.12.7.2,Thermotoga maritima,712281,19411328
1.12.7.2,Methanococcus maripaludis,712301,20511510
1.12.7.2,Methanosarcina mazei,712307,19948802
1.12.7.2,Pyrococcus furiosus,722171,11054105
1.12.7.2,Desulfovibrio desulfuricans,724909,-
1.12.7.2,Methanosarcina mazei,727467,20629748
1.12.7.2,Pyrococcus furiosus,730867,25476267
1.12.7.2,Rhodospirillum rubrum,742698,-
1.12.7.2,Ruminococcus albus,742784,25157086
1.12.7.2,Pyrococcus furiosus,742859,24860091
1.12.7.2,Clostridium acetobutylicum,764411,-
1.12.7.2,Rubrivivax gelatinosus,765194,30968274
1.12.7.2,Desulfovibrio desulfuricans,765440,33842839
1.12.98.1,Methanosarcina barkeri,246745,-
1.12.98.1,Methanococcus vannielii,395079,6211447
1.12.98.1,Methanothermobacter thermautotrophicus,395080,7061485
1.12.98.1,Methanothermobacter thermautotrophicus,395081,6300837
1.12.98.1,Methanobacterium bryantii,395082,-
1.12.98.1,Methanobacterium formicicum,395082,-
1.12.98.1,Methanobacterium formicicum,395083,6375661
1.12.98.1,Methanothermobacter thermautotrophicus,395084,3804976
1.12.98.1,Methanobacterium formicicum,395085,3301819
1.12.98.1,Methanothermobacter thermautotrophicus,395086,3663585
1.12.98.1,Methanothermobacter thermautotrophicus,395087,-
1.12.98.1,Methanospirillum hungatei,395087,-
1.12.98.1,Methanococcus voltae,395088,3121317
1.12.98.1,Methanothermobacter thermautotrophicus,395089,3663586
1.12.98.1,Methanococcus voltae,395089,3663586
1.12.98.1,Methanococcus voltae,395090,-
1.12.98.1,Methanobacterium formicicum,395092,-
1.12.98.1,Methanobacterium formicicum,395093,2738024
1.12.98.1,Methanocaldococcus jannaschii,395095,16348172
1.12.98.1,Methanothermobacter thermautotrophicus,395097,27316897
1.12.98.1,Methanothermobacter thermautotrophicus,395098,8002593
1.12.98.1,Methanococcus voltae,395100,11054113
1.12.98.1,Methanosarcina barkeri,659894,15870477
1.12.98.1,Methanothermobacter thermautotrophicus,659894,15870477
1.12.98.1,Methanothermobacter thermautotrophicus,673769,17007434
1.12.98.1,Methanococcus maripaludis,687420,18487331
1.12.98.1,Methanosarcina barkeri,706510,19805232
1.12.98.1,Methanococcus maripaludis,725292,24039260
1.12.98.1,Methanosarcina barkeri,727399,2550229
1.12.98.1,Methanothermobacter marburgensis,742368,24569482
1.12.98.1,Methanothermobacter marburgensis,743086,24887099
1.12.98.1,Geobacter metallireducens,764762,30631315
1.12.98.1,Methanobacterium sp.,765653,30973887
1.12.98.2,Methanothermobacter thermautotrophicus,394690,8383041
1.12.98.2,Methanothermobacter thermautotrophicus,394691,1765081
1.12.98.2,Methanothermobacter thermautotrophicus,394692,7628605
1.12.98.2,Methanothermobacter thermautotrophicus,394693,8142403
1.12.98.2,Methanothermobacter thermautotrophicus,394694,-
1.12.98.2,Methanothermobacter thermautotrophicus,394695,9477254
1.12.98.2,Methanothermobacter thermautotrophicus,394696,8599536
1.12.98.2,Methanothermococcus thermolithotrophicus,394696,8599536
1.12.98.2,Methanopyrus kandleri,394697,1772345
1.12.98.2,Methanothermobacter thermautotrophicus,657579,11872465
1.12.98.2,Methanocaldococcus jannaschii,658635,14686932
1.12.98.2,Methanothermobacter marburgensis,658635,14686932
1.12.98.2,Methanothermobacter marburgensis,658966,14582997
1.12.98.2,Methanothermobacter marburgensis,658978,15506791
1.12.98.2,Methanocaldococcus jannaschii,675381,16540118
1.12.98.2,Methanopyrus kandleri,675381,16540118
1.12.98.2,Methanopyrus kandleri,727402,1521540
1.12.98.3,Methanosarcina barkeri,439643,10491189
1.12.98.3,Methanosarcina sp.,440297,-
1.12.98.3,Methanosarcina sp.,440298,-
1.12.98.3,Methanosarcina mazei,440299,9555882
1.12.98.3,Methanosarcina barkeri,440300,10471795
1.12.98.3,Methanosarcina mazei,440300,10471795
1.12.98.3,Methanosarcina sp.,440302,10941105
1.12.98.3,Methanosarcina acetivorans,704289,19201801
1.12.98.3,Methanosarcina barkeri,704289,19201801
1.12.98.3,Methanosarcina mazei,741956,24333786
1.12.98.4,Desulfomicrobium baculatum,437770,-
1.12.98.4,Desulfuromonas acetexigens,437770,-
1.12.98.4,Desulfuromonas acetoxidans,437770,-
1.12.98.4,Desulfuromusa succinoxidans,437770,-
1.12.98.4,Sulfurospirillum deleyianum,437770,-
1.12.98.4,Wolinella succinogenes,437771,-
1.12.98.4,Sulfurospirillum deleyianum,437772,1847872
1.12.98.4,Wolinella succinogenes,437773,10429190
1.12.98.4,Sulfurospirillum deleyianum,437774,-
1.12.98.4,Wolinella succinogenes,437774,-
1.12.98.4,Wolinella succinogenes,437775,-
1.12.98.4,Pyrococcus furiosus,437776,7615063
1.12.98.4,Thermotoga neapolitana,437777,16349338
1.12.98.4,Pyrodictium abyssi,437778,9546664
1.12.98.4,Pyrodictium abyssi,437780,11265482
1.12.98.4,Acidianus ambivalens,437781,10681051
1.12.98.4,Acidithiobacillus ferrooxidans,437782,16232842
1.12.98.4,Pyrococcus furiosus,439641,10714990
1.12.98.4,Pyrococcus furiosus,439664,8389482
1.12.98.4,Acidianus ambivalens,659878,12949162
1.12.98.4,Rhodobacter capsulatus,675504,8890912
1.12.98.4,Pyrococcus furiosus,716255,20598080
1.12.98.4,Pyrococcus furiosus,722289,-
1.12.98.4,Pyrococcus furiosus,723118,7704275
1.12.98.4,Pyrococcus furiosus,745391,10439073
1.12.99.6,Clostridium pasteurianum,439627,2822711
1.12.99.6,Clostridium pasteurianum,439628,3015247
1.12.99.6,Megasphaera elsdenii,439628,3015247
1.12.99.6,Hydrogenibacillus schlegelii,439629,27281001
1.12.99.6,Escherichia coli,439630,3894325
1.12.99.6,Cupriavidus necator,439631,11278570
1.12.99.6,Pyrococcus furiosus,439632,2538471
1.12.99.6,Cupriavidus necator,439633,12399498
1.12.99.6,Thermodesulfobacterium thermophilum,439635,1317168
1.12.99.6,Desulfovibrio desulfuricans,439636,3015248
1.12.99.6,Megalodesulfovibrio gigas,439638,9479448
1.12.99.6,Hydrogenobacter thermophilus,439640,10803945
1.12.99.6,Pyrococcus furiosus,439641,10714990
1.12.99.6,Desulfovibrio desulfuricans,439642,1327776
1.12.99.6,Methanosarcina barkeri,439643,10491189
1.12.99.6,Clostridium pasteurianum,439644,10694885
1.12.99.6,Desulfovibrio desulfuricans,439644,10694885
1.12.99.6,Azotobacter vinelandii,439646,-
1.12.99.6,Trichormus variabilis,439647,8612797
1.12.99.6,Escherichia coli,439648,3516689
1.12.99.6,Afipia carboxidovorans,439649,9324252
1.12.99.6,Dehalococcoides mccartyi,657605,15746376
1.12.99.6,Desulfomicrobium norvegicum,657622,12861426
1.12.99.6,Solidesulfovibrio fructosivorans,657622,12861426
1.12.99.6,Enterobacter cloacae,657778,15474481
1.12.99.6,Allochromatium vinosum,658082,15157115
1.12.99.6,Lamprobacter modestohalophilus,658138,15000682
1.12.99.6,Allochromatium vinosum,658972,12848556
1.12.99.6,Allochromatium vinosum,658987,15869280
1.12.99.6,Geobacter sulfurreducens,659041,15126463
1.12.99.6,Solidesulfovibrio fructosivorans,659310,14688251
1.12.99.6,Wolinella succinogenes,659355,14576151
1.12.99.6,Solidesulfovibrio fructosivorans,659520,12459907
1.12.99.6,Thermotoga maritima,659523,12605255
1.12.99.6,Acidianus ambivalens,659878,12949162
1.12.99.6,Bradyrhizobium sp.,671432,16269797
1.12.99.6,Rhizobium leguminosarum,671433,16269813
1.12.99.6,Frankia sp.,671937,15667266
1.12.99.6,Thiocapsa roseopersicina,672638,15951385
1.12.99.6,Klebsiella aerogenes,672729,16132849
1.12.99.6,Cupriavidus necator,673617,16061234
1.12.99.6,Desulfovibrio desulfuricans,674190,17177431
1.12.99.6,Cupriavidus necator,674448,15849358
1.12.99.6,Desulfovibrio desulfuricans,674923,16323019
1.12.99.6,Acidithiobacillus ferrooxidans,674936,17082918
1.12.99.6,Allochromatium vinosum,674938,16969669
1.12.99.6,Clostridium acetobutylicum,675221,16550436
1.12.99.6,Anabaena sp.,684463,17150028
1.12.99.6,Escherichia coli,684608,17668201
1.12.99.6,Escherichia coli,684648,18335216
1.12.99.6,Shewanella decolorationis,684651,18651140
1.12.99.6,Desulfomicrobium baculatum,685293,17922655
1.12.99.6,Thiocapsa roseopersicina,685293,17922655
1.12.99.6,Escherichia coli,686732,17597615
1.12.99.6,Cupriavidus necator,686733,17599837
1.12.99.6,Clostridium acetobutylicum,687302,18205358
1.12.99.6,Methanocaldococcus jannaschii,687827,17924153
1.12.99.6,Methanocaldococcus jannaschii,690060,18653896
1.12.99.6,Escherichia coli,702218,18942856
1.12.99.6,Solidesulfovibrio fructosivorans,702254,19138102
1.12.99.6,Thiocapsa roseopersicina,702707,19527657
1.12.99.6,Megalodesulfovibrio gigas,703360,19662307
1.12.99.6,Clostridium acetobutylicum,703727,19166853
1.12.99.6,Thermotoga maritima,703727,19166853
1.12.99.6,Methanocaldococcus jannaschii,703728,19162018
1.12.99.6,Hydrogenophaga sp.,703746,19025569
1.12.99.6,Clostridium pasteurianum,704015,19580299
1.12.99.6,Desulfomicrobium baculatum,704162,18781742
1.12.99.6,Thermoanaerobacterium saccharolyticum,704309,19648238
1.12.99.6,Aeropyrum camini,704744,19716518
